                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.0736,                 1.2571,                 1.2113,                0.72984,                0.65913,                0.71424,                0.42456,                 1.3926,                 1.8712,                 1.5752,             0.00055183,             0.00055183,             0.00055183
