                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.93072,                0.98158,                  1.119,                0.74311,                0.66084,                0.69287,                0.38792,                 1.5275,                 1.7788,                 1.6738,             0.00055183,             0.00055183,             0.00055183
