                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.386,                 1.3269,                 1.4229,                0.66283,                0.70153,                0.66446,                0.40015,                 1.4693,                 1.4852,                 1.5604,             0.00055453,             0.00055453,             0.00055453
